is_sarcastic,headline,DeepSeek_Sarcasm,Gemini_Sarcasm,Openai_Sarcasm,llama_Sarcasm
TRUE,fed-up brookstone body-massage chair now only entertaining serious buyers,TRUE,TRUE,FALSE,TRUE
TRUE,trump asks entire senate to clear out of chamber so he can speak to comey alone,TRUE,TRUE,FALSE,TRUE
FALSE,"grateful dead lyricist, internet pioneer john perry barlow dead at 70",FALSE,TRUE,FALSE,TRUE
TRUE,new report finds americans most interested in science when moon looks different than usual,FALSE,FALSE,FALSE,TRUE
TRUE,'new york times' moves all content you won't give a shit about unless you make at least $200k a year into one convenient section,TRUE,FALSE,TRUE,TRUE
FALSE,philippines president calls on civilians to kill drug addicts,TRUE,FALSE,FALSE,TRUE
FALSE,woman perfectly breaks down why she's not 'just' a nurse,TRUE,FALSE,FALSE,TRUE
TRUE,chicago police department to monitor all interactions with public using new bullet cams,TRUE,FALSE,FALSE,TRUE
FALSE,"amid the chattering of the global elite, a silent interlude",TRUE,FALSE,FALSE,TRUE
FALSE,at least 23 ethical issues are dogging epa administrator scott pruitt,TRUE,FALSE,FALSE,FALSE
FALSE,"won't ask, don't tell",TRUE,FALSE,TRUE,FALSE
TRUE,weird black dot actually part of bowl,TRUE,TRUE,FALSE,TRUE
FALSE,"vegas, baby! (well, minus our babies)",TRUE,TRUE,TRUE,TRUE
FALSE,people really like kanye's new song 'real friends' because it's really g.o.o.d.,TRUE,FALSE,TRUE,TRUE
FALSE,20 suede pieces you'll want to wear all spring,FALSE,TRUE,FALSE,TRUE
TRUE,fcc sentences artie lange to death,TRUE,FALSE,FALSE,TRUE
FALSE,behold the title of 'american horror story' season 7,TRUE,TRUE,FALSE,TRUE
FALSE,football-loving americans harassed for wearing turbans to nfl game,TRUE,FALSE,FALSE,TRUE
FALSE,to your health,TRUE,FALSE,FALSE,TRUE
TRUE,new job posting on craigslist clearly for secretary of the interior,TRUE,FALSE,TRUE,TRUE
FALSE,seth meyers loses it over thanksgiving's proximity to christmas,TRUE,TRUE,FALSE,TRUE
FALSE,15 ways the knicks can trade carmelo anthony,TRUE,TRUE,FALSE,TRUE
FALSE,parents fight to save their two daughters after tragic diagnosis,FALSE,TRUE,FALSE,TRUE
FALSE,the quiet practice where i found my voice,FALSE,TRUE,FALSE,TRUE
TRUE,fcc assures nation their favorite verizon websites won't be affected by net neutrality repeal,TRUE,FALSE,FALSE,FALSE
FALSE,"everyone told me my second child would be so much harder than my first, but they were wrong",FALSE,TRUE,FALSE,TRUE
TRUE,report: it still nowhere near okay to act like donald trump,TRUE,TRUE,TRUE,TRUE
FALSE,man reportedly unleashes trump-inspired anti-lgbtq rant at church,TRUE,FALSE,FALSE,TRUE
TRUE,white sprinter finishes fifth,FALSE,FALSE,FALSE,TRUE
FALSE,how i'm finding my voice with wendy davis,FALSE,TRUE,FALSE,TRUE
TRUE,obama begins inauguration festivities with ceremonial drone flyover,FALSE,FALSE,FALSE,TRUE
TRUE,lindsay wagner to star in anything offered her,TRUE,FALSE,FALSE,TRUE
TRUE,democratic senator strides down corridors of powerlessness,TRUE,TRUE,TRUE,TRUE
FALSE,here's how trump's rage campaign opened the door to the james comey firing,TRUE,TRUE,FALSE,TRUE
FALSE,looking for happiness in all the wrong places,TRUE,FALSE,FALSE,TRUE
FALSE,swarm of 100 drones dance to beethoven's 'symphony no. 5' in the night sky,FALSE,TRUE,FALSE,TRUE
TRUE,fatal school bus crash cements bff status,TRUE,TRUE,FALSE,TRUE
TRUE,no-makeup look easier to achieve than elle claims,TRUE,FALSE,FALSE,FALSE
FALSE,the outfit that got this woman kicked out of her school's gym,TRUE,TRUE,FALSE,TRUE
TRUE,bluetooth headset worn throughout date,FALSE,FALSE,FALSE,TRUE
TRUE,breakroom tension at all-time high following mug dispute,TRUE,TRUE,FALSE,TRUE
TRUE,depression symptom checklist speaking to area man as no poem ever could,TRUE,FALSE,TRUE,FALSE
TRUE,parents formally announce transfer of expectations to second child,FALSE,FALSE,FALSE,FALSE
FALSE,'saturday night live' celebrates halloween with spooktacular montage,FALSE,TRUE,FALSE,TRUE
TRUE,steven spielberg: can his career be salvaged?,FALSE,TRUE,FALSE,TRUE
TRUE,local laundromat employs social media coordinator,FALSE,FALSE,FALSE,TRUE
TRUE,partygoer vows to fix keg,TRUE,TRUE,FALSE,TRUE
TRUE,right to own handheld device that shoots deadly metal pellets at high speed worth all of this,TRUE,TRUE,TRUE,TRUE
TRUE,oscar countdown 2002 begins,FALSE,FALSE,FALSE,TRUE
FALSE,disaster movies are tame compared to what happened 3.3 billion years ago,TRUE,FALSE,FALSE,TRUE
FALSE,washington d.c. officer shoots woman carrying knife,FALSE,FALSE,FALSE,TRUE
FALSE,in your face: the hidden history of plastic surgery and why looks matter,FALSE,TRUE,FALSE,TRUE
FALSE,a knicks' fan's open letter to santa,TRUE,TRUE,FALSE,TRUE
TRUE,wolf blitzer decks boston man who hasn't been healed by red sox baseball,TRUE,FALSE,FALSE,TRUE
FALSE,donald trump and america's blood sport of choice,TRUE,TRUE,FALSE,TRUE
FALSE,time to end subsidies that are destroying forests,FALSE,TRUE,FALSE,TRUE
FALSE,netflix to shut down planned louis c.k. comedy special,TRUE,FALSE,FALSE,TRUE
FALSE,trump undercuts easy obamacare attack with dig about bill clinton's infidelities,TRUE,TRUE,FALSE,TRUE
TRUE,narcissist mentally undresses self,TRUE,TRUE,FALSE,TRUE
FALSE,we got the exclusive look at hillary's dnc speech notes,FALSE,TRUE,FALSE,TRUE
FALSE,watch john kasich lead an awkward david bowie sing-along,TRUE,TRUE,FALSE,TRUE
TRUE,pro governing: is it faked?,TRUE,FALSE,FALSE,TRUE
FALSE,how a social media detox helped ed burns become more productive,FALSE,TRUE,FALSE,TRUE
TRUE,outdoor movie guest excited to watch barely audible 'back to the future' while sitting on tree root,TRUE,TRUE,FALSE,TRUE
FALSE,north korea claims it's planning to fire missiles near guam,TRUE,FALSE,FALSE,TRUE
TRUE,gorillagram employee shot by white house security,FALSE,TRUE,FALSE,TRUE
FALSE,how do i make my 4-month-old fall in love with reading?,FALSE,TRUE,FALSE,TRUE
FALSE,15 weirdest things that people have left behind in an uber,TRUE,FALSE,FALSE,TRUE
FALSE,arkansas executes first inmate in 12 years,FALSE,FALSE,FALSE,TRUE
TRUE,"meet the other baldwin brother, james!",TRUE,TRUE,FALSE,TRUE
FALSE,a sadder pride because of washington inaction,TRUE,TRUE,FALSE,TRUE
TRUE,brad pitt stumbles across old cardboard box with gwyneth paltrow's head in attic,TRUE,TRUE,FALSE,TRUE
FALSE,shonda rhimes on the motivation behind her weight loss journey,FALSE,TRUE,FALSE,TRUE
FALSE,obama plans to tackle major education inequality,FALSE,TRUE,FALSE,TRUE
FALSE,"teaching, learning and the college ratings framework",FALSE,FALSE,FALSE,FALSE
FALSE,fashion-forward pigeon sports bread necklace in bold style choice,TRUE,TRUE,FALSE,TRUE
FALSE,video relaunches investigation into death of man held by chicago police,TRUE,FALSE,FALSE,TRUE
FALSE,whoopi goldberg says the oscars 'can't be that racist' because she won once,FALSE,FALSE,TRUE,TRUE
TRUE,housefly tracks dog shit all over cucumber slice,TRUE,FALSE,FALSE,TRUE
TRUE,hillary clinton opens new presidential library charting course of purely theoretical tenure as commander in chief,TRUE,FALSE,TRUE,TRUE
TRUE,"bounty, brawny ceos wearing down patience of mutual friend",TRUE,FALSE,FALSE,TRUE
FALSE,sherman alexie says artists under trump will be 'noise-canceling headphones',TRUE,TRUE,FALSE,TRUE
TRUE,visibly flu-stricken choir kid really dragging down whole christmas pageant,TRUE,TRUE,TRUE,TRUE
FALSE,nbc news correspondent ayman mohyeldin returning to gaza,FALSE,FALSE,FALSE,FALSE
TRUE,tim robbins tired of being typecast as relatively tall characters,TRUE,TRUE,FALSE,TRUE
FALSE,sen. tom cotton thinks 'tough guy' trump is ready to resume waterboarding,TRUE,TRUE,FALSE,TRUE
TRUE,leather-clad ted cruz greeting voters at reno-area fetish club,TRUE,TRUE,FALSE,TRUE
TRUE,man's family rises to record-high fourth priority,TRUE,TRUE,TRUE,TRUE
FALSE,mike ditka has not been paying attention to history,TRUE,FALSE,FALSE,TRUE
TRUE,what mom would have wanted evolving over course of funeral planning,TRUE,TRUE,FALSE,TRUE
TRUE,"simple task of going to post office feels like weight of 10,000 boulders",TRUE,TRUE,TRUE,TRUE
TRUE,report: some crazy shit probably happened to classmate being raised by grandmother,TRUE,TRUE,FALSE,TRUE
FALSE,ivanka trump incorrectly names judaism as 1 of the 3 'largest world religions',TRUE,FALSE,FALSE,TRUE
FALSE,rescued lion has been obsessed with blankets since he was a baby,TRUE,TRUE,FALSE,TRUE
TRUE,county fair judges blown away by heifer,TRUE,TRUE,FALSE,TRUE
FALSE,the best toys to shop on prime day for kids of all ages,FALSE,TRUE,FALSE,TRUE
FALSE,the sanders phenomenon,FALSE,TRUE,FALSE,TRUE
TRUE,clinton staff readies emp launch to disable all nation's electronic devices,TRUE,FALSE,FALSE,TRUE
FALSE,khloe kardashian joins 'waist gang',TRUE,FALSE,FALSE,TRUE
FALSE,next week's republican debate in utah canceled,FALSE,FALSE,FALSE,TRUE
FALSE,a trove of 'lost and found' photos reveal one mystery couple's beautiful life,FALSE,TRUE,FALSE,TRUE
FALSE,bear family pool party is the cutest backyard invasion ever,FALSE,TRUE,FALSE,TRUE
FALSE,dustin hoffman accusers speak out about alleged abuse in joint nbc interview,TRUE,FALSE,FALSE,TRUE
FALSE,another open letter to betsy devos from a public school teacher,FALSE,TRUE,FALSE,TRUE
FALSE,6 tips to boost your career,FALSE,FALSE,FALSE,TRUE
FALSE,video shows transphobic man preaching in target getting shut down by customer,TRUE,TRUE,FALSE,TRUE
FALSE,#xmasgiftsfromtrump wish list will give trump a very un-merry christmas,TRUE,TRUE,TRUE,TRUE
FALSE,ronda rousey eerily predicted how she would lose,TRUE,FALSE,FALSE,TRUE
TRUE,police release haircut-progressed photo of missing woman,TRUE,FALSE,FALSE,FALSE
FALSE,a brief (pun intended) history of lawyers in movies,FALSE,TRUE,FALSE,TRUE
FALSE,gifs: the memphis grizzlies weathered this epic oklahoma city thunder storm,TRUE,TRUE,FALSE,TRUE
TRUE,stomach sets aside synthetic additives until it has a few minutes to figure out how to digest them,TRUE,TRUE,FALSE,TRUE
FALSE,russia denies it has compromising information on donald trump,TRUE,FALSE,FALSE,TRUE
FALSE,what comics can offer to bible readers,TRUE,TRUE,FALSE,TRUE
FALSE,breaking uniform,FALSE,FALSE,FALSE,TRUE
TRUE,congress approves of $250 billion,TRUE,FALSE,FALSE,TRUE
FALSE,7 fascinating but forgotten facts from world war i (new book),FALSE,FALSE,FALSE,TRUE
TRUE,taylor swift now dating watertown boat,TRUE,FALSE,FALSE,TRUE
TRUE,rapture wreaks havoc on local book club,TRUE,FALSE,FALSE,TRUE
FALSE,the key to setting achievable goals,FALSE,TRUE,FALSE,TRUE
FALSE,the only shopping guide for cyber monday you need,FALSE,TRUE,FALSE,TRUE
FALSE,donald trump says refugee crisis and threats to uk identity drove brexit,TRUE,FALSE,FALSE,TRUE
TRUE,science fiction writer admits unstoppable killing machine based on mother,TRUE,TRUE,FALSE,TRUE
FALSE,gunman kills at least two american advisers in kabul shooting,FALSE,TRUE,FALSE,TRUE
FALSE,kris kobach defends using a private email for government business,TRUE,TRUE,FALSE,TRUE
TRUE,10-year-old denies girl-liking allegations,TRUE,FALSE,FALSE,TRUE
TRUE,stray dad found in lumber section of the home depot,TRUE,TRUE,FALSE,TRUE
TRUE,office manager unveils new rule,FALSE,FALSE,FALSE,TRUE
FALSE,charles darwin and the sunmine,FALSE,FALSE,FALSE,TRUE
FALSE,another way companies make it harder for new mothers,TRUE,TRUE,FALSE,TRUE
TRUE,sheets changed after every breakup,TRUE,TRUE,FALSE,TRUE
FALSE,want to make meetings more productive? start walking,TRUE,TRUE,FALSE,TRUE
TRUE,man overjoyed he no longer has to purchase entire day's worth of egg mcmuffins in morning,TRUE,TRUE,TRUE,TRUE
FALSE,watch: stone brewing evacuates as wildfire approaches,FALSE,FALSE,FALSE,TRUE
FALSE,military prosecutor: senate report on cia interrogation program is accurate,FALSE,FALSE,FALSE,FALSE
FALSE,national park service studies historic lgbtq sites for possible recognition,FALSE,FALSE,FALSE,TRUE
FALSE,safeguarding america's health system from sabotage,FALSE,TRUE,FALSE,TRUE
TRUE,jonathan safran foer guesses it's time to give up on silly little dream of becoming good writer,TRUE,TRUE,TRUE,TRUE
FALSE,skydiver luke aikins makes jump without a parachute,FALSE,TRUE,FALSE,TRUE
TRUE,study: universe actually shrunk by about 19 inches last year,TRUE,TRUE,FALSE,TRUE
TRUE,power-crazed orkin man burns house to ground,TRUE,TRUE,FALSE,TRUE
TRUE,couple's fucked-up presex ritual involves tucking both kids into bed,TRUE,TRUE,TRUE,TRUE
FALSE,will all senate republicans kowtow to trump and the far right?,FALSE,TRUE,FALSE,TRUE
FALSE,"viral photo captures incredible moment between police officer, homeless man",FALSE,TRUE,FALSE,TRUE
TRUE,google employees disappointed 15th anniversary party only has one solar-powered lego drag race reffed by david pogue,TRUE,FALSE,TRUE,FALSE
TRUE,"study: average american tries getting out of 10,000 things each year",TRUE,TRUE,FALSE,TRUE
TRUE,rnc builds levee out of poor people to protect convention site,TRUE,TRUE,TRUE,TRUE
TRUE,"romney delivers stern warning to china, speaking directly into the camera in fluent mandarin",TRUE,FALSE,FALSE,TRUE
FALSE,the inside story of how congress sent the stock market tumbling,FALSE,TRUE,FALSE,TRUE
TRUE,voters shocked christie botched such an easy political cover-up,TRUE,TRUE,TRUE,TRUE
TRUE,desperate dole promises best prom ever,TRUE,TRUE,FALSE,TRUE
FALSE,a different kind of mom,TRUE,TRUE,FALSE,TRUE
FALSE,"uber halts self-driving car tests in california, where it didn't test much anyway",TRUE,FALSE,TRUE,FALSE
FALSE,from tiger mothers to fresh off the boat: eddie huang's mom is not every asian-american mom,TRUE,TRUE,FALSE,TRUE
FALSE,"donald trump thinks roger goodell is 'weak,' 'stupid' and a 'dope'",TRUE,TRUE,FALSE,TRUE
FALSE,"trump says congress won't change libel laws, but that's a decision for the states",TRUE,FALSE,FALSE,TRUE
FALSE,shirtless goofball in flag underwear invades field at world series,TRUE,TRUE,FALSE,TRUE
TRUE,local moviegoer enjoying movie so far,FALSE,FALSE,FALSE,TRUE
FALSE,why chinese parents don't say 'i love you',TRUE,FALSE,FALSE,TRUE
FALSE,americans say the white house is creating more problems than it solves,TRUE,TRUE,FALSE,TRUE
TRUE,"theater major has too long borne shakespeare teacher's blunt upbraidings, bitter scoffs",TRUE,FALSE,TRUE,TRUE
FALSE,a lancet breakthrough: publishing about faith and health,FALSE,FALSE,FALSE,TRUE
TRUE,area grasshopper kind of a thorax man himself,TRUE,TRUE,FALSE,TRUE
TRUE,freemasons return to jupiter,TRUE,TRUE,FALSE,TRUE
TRUE,banjo-wielding matt damon makes last-minute bid for best original song,TRUE,TRUE,FALSE,TRUE
FALSE,"after criticism, cleveland officials to outline convention security plans",FALSE,FALSE,FALSE,TRUE
TRUE,new teen trend 'walking wet and nude' couldn't have caught on at worse time,TRUE,FALSE,TRUE,TRUE
FALSE,justin bieber interrupts performance to scold spanish audience,TRUE,FALSE,FALSE,TRUE
FALSE,'mudbound' oscar nominations place netflix in big leagues,TRUE,TRUE,FALSE,TRUE
TRUE,area man uses wtc attack as excuse to call ex-girlfriend,TRUE,FALSE,FALSE,TRUE
TRUE,mccain gets hammered at local vfw,TRUE,TRUE,FALSE,TRUE
TRUE,12-year-old's christmas list demonstrates heartbreaking awareness of family's financial predicament,TRUE,TRUE,FALSE,TRUE
FALSE,"kendrick lamar, taylor swift and the weeknd lead the 2016 grammy nominations",FALSE,TRUE,FALSE,TRUE
TRUE,slight inconvenience avoided,FALSE,FALSE,FALSE,TRUE
TRUE,frustrated fcc unable to stop use of word 'friggin'',TRUE,FALSE,FALSE,TRUE
FALSE,nbc to dramatize menendez brothers murders in 'law & order: true crime' spinoff,TRUE,FALSE,FALSE,TRUE
FALSE,police assume truck was deliberately driven into berlin christmas market,TRUE,FALSE,FALSE,TRUE
TRUE,area man cleans apartment once every relationship,TRUE,FALSE,TRUE,TRUE
FALSE,"after shooting, orlando chefs provide thousands of free meals",TRUE,TRUE,FALSE,TRUE
FALSE,gop sen. jeff flake comes out and says it: 'my party might not deserve to lead',TRUE,TRUE,FALSE,TRUE
FALSE,dentist offers to buy back halloween candy,TRUE,FALSE,FALSE,TRUE
TRUE,mta officials assure new yorkers that today's subway will run just as fucked up as normal,TRUE,FALSE,TRUE,TRUE
TRUE,routine drunk-driving trip turns tragic for five local teens,FALSE,TRUE,FALSE,TRUE
TRUE,"grizzly bear sprained paw while mauling hunter, reports ranger",FALSE,FALSE,FALSE,FALSE
TRUE,trump selects longtime personal plane to head faa,TRUE,FALSE,FALSE,TRUE
TRUE,new antidepressant makes friends' problems seem worse,TRUE,TRUE,TRUE,TRUE
FALSE,"restaurant teaches former inmates to cook, helps them get back on their feet",FALSE,TRUE,FALSE,TRUE
FALSE,5 entrepreneurial rules to live by,FALSE,FALSE,FALSE,TRUE
TRUE,laser pointer aimed toward space in 1997 finally annoying planet 13 light-years away,TRUE,TRUE,FALSE,TRUE
TRUE,man who skipped airport's moving walkway immediately realizes what an arrogant fool he's been,TRUE,TRUE,TRUE,TRUE
FALSE,7 things you probably didn't know about christmas,FALSE,FALSE,FALSE,TRUE
FALSE,paul beatty becomes first american to win man booker prize for fiction,FALSE,TRUE,FALSE,TRUE
FALSE,your favorite female 'star wars' heroes finally get their own series,TRUE,TRUE,FALSE,TRUE
TRUE,nation checks out cnn.com to see what their old pals the tsarnaevs and castros are up to,TRUE,TRUE,FALSE,TRUE
TRUE,small town beginning to wonder what taking heroin epidemic so long to get there,TRUE,FALSE,TRUE,TRUE
FALSE,new ted cruz super-pacs take in record haul,TRUE,TRUE,FALSE,TRUE
FALSE,domestic abuse survivor gives young victims the support she wishes she had,FALSE,TRUE,FALSE,TRUE
FALSE,"dogs smell grandma's scent, set off on quest to find her",TRUE,TRUE,FALSE,TRUE
FALSE,smb's are changing the way they do business,FALSE,TRUE,FALSE,TRUE
TRUE,president's american manufacturing council down to ceo of shoe carnival,TRUE,FALSE,FALSE,TRUE
TRUE,world's physicists complete study of physics,TRUE,TRUE,FALSE,TRUE
FALSE,how to really listen in a difficult conversation (6.2),FALSE,TRUE,FALSE,TRUE
TRUE,heroic turtle dials most of 911,TRUE,TRUE,FALSE,TRUE
FALSE,what it's really like to have a miscarriage,FALSE,TRUE,FALSE,TRUE
FALSE,businesses say anti-lgbt bills could cost texas billions,TRUE,FALSE,FALSE,TRUE
FALSE,accused killer wanted 'army of people who'd do anything he asked',TRUE,TRUE,FALSE,TRUE
TRUE,avid fisherman forever ruins fishing for son,TRUE,TRUE,FALSE,TRUE
FALSE,british public on the hunt for 'witches' marks' this halloween,TRUE,FALSE,FALSE,TRUE
TRUE,nation relieved insufferable little 'game of thrones' fans don't have book to lord over them this season,TRUE,TRUE,TRUE,TRUE
FALSE,the best volunteer programs do this,FALSE,TRUE,FALSE,TRUE
TRUE,nasa completely forgot probe was returning today,TRUE,FALSE,TRUE,FALSE
TRUE,3m introduces new line of protective foam eye plugs,FALSE,TRUE,FALSE,TRUE
FALSE,michael b. jordan sets fire to first 'fahrenheit 451' trailer,TRUE,TRUE,FALSE,TRUE
TRUE,astronomers predict giant asteroid will hit nation's theaters this summer,TRUE,FALSE,FALSE,TRUE
TRUE,hero of the common man talks to plumber for entire time he's in house,TRUE,TRUE,FALSE,TRUE
FALSE,"social unity is most important, says pm modi on india's 70th independence day",FALSE,FALSE,FALSE,TRUE
FALSE,"roe made abortions legal, but it doesn't keep women and providers safe",TRUE,FALSE,FALSE,TRUE
TRUE,"hussein judge hoping for fair, speedy assassination",TRUE,FALSE,FALSE,TRUE
TRUE,savvy man registers 'sleepy romney' twitter account just in case candidate looks tired,TRUE,TRUE,TRUE,TRUE
FALSE,dreamers face nightmare of trump's deportation force,TRUE,FALSE,FALSE,TRUE
TRUE,third world disease eliminated with hot-air hand dryers,TRUE,TRUE,FALSE,TRUE
FALSE,whoops! selfie snapper smashes sculpture days after exhibit opens,TRUE,FALSE,FALSE,TRUE
TRUE,aspiring actor dreams of one day publicly voicing regret for working with woody allen,TRUE,FALSE,TRUE,TRUE
TRUE,swiss unable to maintain neutrality toward delicious pastries,TRUE,TRUE,FALSE,TRUE
FALSE,9 things all parents of college kids do but hate to admit,TRUE,TRUE,FALSE,TRUE
TRUE,thousands of new orleans households still without political power,FALSE,TRUE,FALSE,TRUE
FALSE,watch: underreported story -- reuniting families with remains of dead migrants,FALSE,FALSE,FALSE,TRUE
FALSE,yahoo's newfront pulses to steve aoki's edm beat,TRUE,TRUE,FALSE,TRUE
TRUE,look at it: it's goddamn beautiful,TRUE,TRUE,TRUE,TRUE
FALSE,"how to lose to the islamic state: obama administration considers deploying troops to iraq, focusing on assad in syria",FALSE,TRUE,FALSE,TRUE
FALSE,eric's bogosian's operation nemesis: can a genocide ever truly be avenged?,FALSE,TRUE,FALSE,TRUE
TRUE,antarctic observational comic running out of ideas,TRUE,FALSE,TRUE,TRUE
FALSE,thousands protest in moscow against housing plan,FALSE,FALSE,FALSE,TRUE
TRUE,new pixar employees required to watch adorable sexual harassment video,TRUE,TRUE,TRUE,TRUE
TRUE,"cosmopolitan releases 40-year compendium: 812,683 ways to please your man",TRUE,TRUE,FALSE,TRUE
TRUE,row of asterisks spices up otherwise ordinary e-mail,TRUE,TRUE,FALSE,TRUE
FALSE,this tattoo shop is creating a safe and accepting space for queer bodies,FALSE,TRUE,FALSE,TRUE
TRUE,sears gold card holder pushing weight around area sears,TRUE,TRUE,FALSE,TRUE
FALSE,author jeff lindsay says goodbye to serial killer dexter with final novel,TRUE,TRUE,FALSE,TRUE
TRUE,after-work drinks enter third excruciating minute,TRUE,FALSE,FALSE,TRUE
FALSE,koch network spent nearly $400 million in 2015,FALSE,FALSE,FALSE,TRUE
FALSE,those weren't nooses at university of delaware,TRUE,FALSE,FALSE,TRUE
TRUE,man already has whole sentence lined up for later in conversation,TRUE,FALSE,TRUE,TRUE
TRUE,"area waitress has one hell of an ass on her, local man will tell you that right now",TRUE,TRUE,TRUE,TRUE
FALSE,30 unbeleafably adorable gifts for plant lovers,TRUE,TRUE,FALSE,TRUE
FALSE,cuomo makes surprise afghanistan trip,FALSE,TRUE,FALSE,TRUE
TRUE,drummer's girlfriend thinks he should sing,TRUE,FALSE,FALSE,TRUE
FALSE,nobody watched matthew mcconaughey's forgotten youtube channel until now,TRUE,TRUE,TRUE,TRUE
TRUE,pope francis admits god really starting to look old,TRUE,TRUE,TRUE,TRUE
FALSE,what has becoming a parent done to me?,FALSE,TRUE,FALSE,TRUE
FALSE,video:  #icantbreathe poem on house floor,TRUE,FALSE,FALSE,TRUE
TRUE,man somehow overcomes alcoholism without jesus,TRUE,TRUE,TRUE,TRUE
FALSE,donald w. bush?,TRUE,FALSE,FALSE,TRUE
TRUE,mom uses full name to refer to bisquick impossibly easy cheeseburger pieÂ,TRUE,TRUE,FALSE,TRUE
FALSE,congressman calls trump 'an idiot' for using egypt mosque attack to promote border wall,TRUE,TRUE,FALSE,TRUE
FALSE,luke bryan says confederate flag has become a 'symbol of racism',TRUE,TRUE,FALSE,TRUE
TRUE,rich first-grader buys whole sheet of gold stars,TRUE,TRUE,FALSE,TRUE
FALSE,we ain't germans,FALSE,FALSE,TRUE,TRUE
FALSE,kentucky governor echoes trump: 'all sides' to blame for charlottesville violence,TRUE,TRUE,FALSE,TRUE
FALSE,how caitlyn jenner is helping me be a better me,FALSE,TRUE,FALSE,TRUE
TRUE,new apple campaign urges consumers to buy iphone for other hand,TRUE,FALSE,TRUE,TRUE
TRUE,woman dozing at coffee shop has that dave eggers sex dream again,TRUE,FALSE,FALSE,TRUE
TRUE,manager of combination taco bell/kfc secretly considers it mostly a taco bell,TRUE,TRUE,TRUE,TRUE
TRUE,could hillary clinton have what it takes to defeat the democrats in 2008?,FALSE,TRUE,FALSE,TRUE
FALSE,wild tales:  outstanding black comedy at cannes,TRUE,TRUE,FALSE,TRUE
FALSE,donald trump prefers violent football so more black players get hurt: espn analyst,TRUE,TRUE,FALSE,TRUE
FALSE,black ribbon in the balsam,FALSE,FALSE,FALSE,TRUE
FALSE,the buttermilk biscuit recipes you want and need,FALSE,TRUE,FALSE,TRUE
FALSE,ai weiwei commemorates drowned refugees during berlin film festival,FALSE,FALSE,FALSE,TRUE
FALSE,the restrictions journalists agreed to in order to attend the koch brothers' conference,TRUE,TRUE,FALSE,TRUE
TRUE,7-year-old puts on uno face,TRUE,TRUE,FALSE,TRUE
FALSE,'little boy' stands tall,FALSE,FALSE,FALSE,TRUE
FALSE,jake tapper has one-word response to creepy kellyanne conway 'snl' sketch,TRUE,FALSE,FALSE,TRUE
FALSE,poll shows support for birth control mandate on eve of court ruling,FALSE,FALSE,FALSE,TRUE
FALSE,death row inmate loses fight over kosher food,TRUE,FALSE,FALSE,FALSE
FALSE,jada pinkett smith and gabrielle union end feud after 17 years,FALSE,FALSE,FALSE,TRUE
FALSE,huffpost rise: what you need to know on february 10,FALSE,FALSE,FALSE,TRUE
FALSE,dear mr. president: a dispatch from bowling green,TRUE,FALSE,FALSE,TRUE
FALSE,shinto priestess killed by brother during sword attack at tokyo shrine,TRUE,TRUE,FALSE,TRUE
FALSE,journalists push back on correspondents' association's response to michelle wolf,TRUE,FALSE,FALSE,FALSE
FALSE,nina dobrev addresses her rumored return to 'vampire diaries',TRUE,FALSE,FALSE,FALSE
FALSE,"theresa may, edging towards donald trump, scolds john kerry over israel",TRUE,FALSE,FALSE,TRUE
TRUE,child assured it will be long time before he dies,TRUE,TRUE,FALSE,TRUE
FALSE,new year's eve prank leaves 4-year-old glued to mcdonald's toilet,TRUE,TRUE,FALSE,TRUE
FALSE,"prosecutors in tamir rice case bizarrely pointed toy gun at witness, lawyers allege",TRUE,FALSE,FALSE,FALSE
FALSE,"what's wrong with this picture? for u.s. fight against isis, everything",TRUE,FALSE,FALSE,TRUE
FALSE,afi docs: where policy meets art,FALSE,FALSE,FALSE,TRUE
TRUE,school bully not so tough since being molested,TRUE,FALSE,FALSE,TRUE
FALSE,the real mothers of mother's day,TRUE,TRUE,FALSE,TRUE
FALSE,dad shoots daughter while teaching her about gun safety,TRUE,TRUE,FALSE,TRUE
FALSE,3 unexpected ways to help your kids be mindful about screen time,FALSE,TRUE,FALSE,TRUE
FALSE,dee bogetti's gps guide for living in the moment,FALSE,TRUE,FALSE,TRUE
TRUE,paul ryan confident american people will warm up to tax plan once they realize life a cruel and meaningless farce,TRUE,TRUE,TRUE,TRUE
TRUE,"war-torn, blood-soaked kosovo: would bombing it help?",TRUE,FALSE,FALSE,TRUE
FALSE,starving for a fantasy,TRUE,FALSE,FALSE,TRUE
TRUE,bill clinton waiting until after primaries to endorse candidate,TRUE,FALSE,FALSE,TRUE
FALSE,what you should do if you own a volkswagen that was just recalled,TRUE,TRUE,FALSE,TRUE
FALSE,"to read or not to read, part 2",TRUE,FALSE,TRUE,TRUE
FALSE,hillary clinton loses lead over bernie sanders in new iowa poll,FALSE,FALSE,FALSE,TRUE
FALSE,several women accuse progressive media executive don hazen of sexual harassment,FALSE,TRUE,FALSE,TRUE
FALSE,success and still enjoying your 'happy place',FALSE,FALSE,FALSE,TRUE
TRUE,last 12 years a real wake-up call for area man,TRUE,FALSE,FALSE,TRUE
TRUE,pollsters admit they underestimated voters' adrenal glands,TRUE,TRUE,FALSE,TRUE
FALSE,lin-manuel miranda freestyles about life's most annoying minor inconveniences on 'ellen',TRUE,FALSE,FALSE,TRUE
FALSE,john lewis won't attend civil rights museum opening because trump is going,TRUE,FALSE,FALSE,TRUE
